,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Chile,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Mauritius,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Syrian Arab Republic",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Honduras,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Guyana,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Costa Rica,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bolivia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Argentina,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Uganda,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Togo,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: South Africa,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Rwanda,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Burundi,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Botswana,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Sudan",AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Uzbekistan,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Kenya,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Iraq","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Pakistan",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Angola,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Seychelles,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Cameroon,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Gabon,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Niger,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Nigeria,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Ethiopia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Dominica,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Anguilla,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Sierra Leone,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Curacao,AF: Trade Balance: Emerging and Developing Economies: Europe: Europe Not Specified,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Kuwait",AF: Trade Balance: Emerging and Developing Economies: Africa,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Algeria","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: West Bank and Gaza",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Lebanon","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Cabo Verde,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Brazil,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Kyrgyz Republic,"AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Congo, Republic of","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Egypt",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Zimbabwe,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Yemen, Republic of",AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Tajikistan,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Mali,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Russia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Greenland,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Lesotho,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Ghana,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Guatemala,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Colombia,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Aruba,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Madagascar,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Cote D'Ivoire,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Oman","AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Morocco",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Central African Republic,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Jordan",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Barbados,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Mauritania",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Burkina Faso,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Saudi Arabia",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: El Salvador,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Dominican Republic,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Mozambique,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Jamaica,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Benin,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Antigua and Barbuda,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Guinea,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Bahrain, Kingdom of",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bahamas,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Malawi,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Senegal,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Gambia,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: United Arab Emirates",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Zambia,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Iran, Islamic Republic of",AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Ukraine,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Namibia,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Turkmenistan,AF: Trade Balance: Emerging and Developing Economies: Western Hemisphere: Ecuador,AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Eswatini,AF: Trade Balance: Emerging and Developing Economies: Middle East,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Qatar",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Tanzania,"AF: Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Tunisia",AF: Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Sao Tome & Principe,AF: Trade Balance: Emerging and Developing Economies: Europe: CIS: Moldova,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Grenada,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Belize,"AF: (DC)Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: (Old)Yemen Arab Republic","AF: (DC)Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Somalia","AF: (DC)Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Libya","AF: (DC)Trade Balance: Emerging and Developing Economies: Middle East, North Africa, and Pakistan: Djibouti",AF: (DC)Trade Balance: Emerging and Developing Economies: Europe: CIS: (Old)Union of Soviet Socialist Republics,AF: (DC)Trade Balance: Emerging and Developing Economies: Sub-Saharan Africa: Comoros,AF: (DC)Trade Balance: Emerging and Developing Economies: Western Hemisphere: Bermuda
First Obs. Date,03/1992,03/1998,12/1966,03/2001,03/2000,09/1985,03/1991,06/1989,03/2001,03/1991,03/1992,03/2004,03/2013,03/2004,03/2015,03/2000,03/1997,03/2008,09/1963,03/2000,03/2004,06/1984,03/1996,06/1982,03/2000,03/2000,03/2002,03/2000,03/2017,03/2017,03/2017,03/1985,06/1982,03/1993,03/2000,06/1982,03/1963,03/1963,03/2007,06/1984,03/1993,03/1984,12/1966,03/1983,03/1996,03/1994,03/2001,03/1993,09/1982,03/2017,03/1986,03/1992,03/1989,06/2013,03/1993,03/1994,03/1986,03/1989,03/2003,06/1988,09/1990,03/1985,03/1992,03/1981,03/1997,03/1985,03/2011,06/1982,03/1989,03/2000,03/1997,03/1994,03/1983,03/2000,03/1985,03/1994,03/1982,03/1992,12/1964,06/1982,03/1997,03/2010,03/1995,03/1998,03/2008,03/1963,03/2017,03/1997,03/1985,03/2013,03/1993,03/1988,09/1985,06/1987,03/1986,03/1990,03/1984,03/1963,03/2008,06/1982
Last Obs. Date,03/2019,12/2018,12/2011,12/2016,12/2015,03/2019,03/2019,03/2019,03/2019,09/2017,03/2019,12/2016,09/2018,12/2016,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2017,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,03/2019,06/2018,09/2018,03/2019,03/2019,03/2019,03/2019,03/2019,12/2016,03/2019,03/2019,03/2014,09/2018,03/2019,03/2019,03/2019,03/2019,12/2016,12/2016,12/2017,12/2014,03/2019,12/2014,03/2019,03/2019,12/2011,03/2019,03/2019,03/2019,03/2019,12/2018,03/2019,12/2018,03/2019,03/2019,03/2019,03/2019,12/2018,03/2019,12/2013,12/2018,12/2008,12/2008,12/1987,12/1999,12/1990,12/1984,12/1981,12/2008,12/2007
Last Update Time,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,26/02/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,01/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,08/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,01/07/2019,08/07/2019,08/07/2019
Series remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suggestions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mean,0.00798637324675325,0.0030632040677966103,0.3944047619047619,0.08028957500000003,-0.0016679999999999987,0.04360954350000002,-0.008619005974025975,-0.0404815117647059,0.0006650400000000012,-0.031930185,-0.4263746333333334,-0.0005512187500000001,0.0002475384615384615,0.001074,-0.11284823529411767,-114.0714258461539,-9.642043653483142,3.3450306060606065,-87.27857069242602,0.09156298701298703,0.009500999999999996,0.06383527888888889,0.005995371294117651,0.0013213724999999999,0.042571794520547934,0.00022355072463768117,0.0029232982456140347,0.001299150684931507,-0.00006122222222222222,-0.020485555555555552,-0.0003907777777777778,-0.05117759124999999,-5.849851240965516,0.048302596470588224,0.018052,-5.885974021862065,-0.1446791307216495,-163.85067441576464,0.0007845882352941176,-0.44441743049999965,0.12466469698924734,0.00789360673076923,-0.045315974925373204,-0.03788606578947368,0.00116645,-16.26533071929824,0.008781538461538459,-21.7857546083871,0.003321898243243244,-0.000006,0.004743474691358024,-0.057078333333333356,-0.0171799,-0.39487166666666673,0.00010998350649350628,0.010390130731707319,-0.281470601219512,0.0022871437288135613,0.267565125,0.28163896294117646,0.0020247818604651143,0.02277118318181818,0.0013262152112676051,-1.1672515053594774,0.04252711595744681,0.20621221358974368,0.1279060606060606,-0.007826783333333335,0.013856457999999999,0.0009867333333333334,0.011926657500000002,-0.03410797696969697,0.00104818875,0.00009457142857142854,0.09353481866666666,0.002583251666666666,-9.53145214721804,0.004522166250000001,-143.4893860237805,-0.07092164729166667,-1.0559245417808223,-0.0007508095238095233,-50.70652417468087,0.06437287106382979,-0.8640965882352942,-78.50164075964071,0.012808714285714284,0.004866747702702703,0.03711180568181818,0.000046,-0.23212175100000013,0.00027563571428571433,0.011006821538461537,0.0001709233333333333,-0.0007210287500000001,0.00181818,0.00022727,0.4470454545454551,0.017794,0.001475895
Variance,0.03862307414120653,0.0008966655903543002,0.06681184061239048,0.032377191429173724,0.000018348398709677424,0.004721148157324869,0.0022632758145360735,0.007954682060362336,0.00016726509745666672,0.0013366324165983486,1.176873492122517,0.000005115575918346773,1.2772476923076925e-7,0.0000015477168,0.004197358395941176,14541.16784961438,207.55060678891886,3.515594828909685,33773.97372045298,0.021542042990565623,0.00014494669480000002,0.09890059017104422,0.0003664788960033091,0.000006707422664042913,0.0005373324714988586,0.00000659835416283035,0.0000072504703558897255,0.0000010671819630898023,2.896944444444444e-10,0.00003385576377777778,1.2305944444444444e-8,0.007537963344568196,160.99371567723244,0.01349629007027886,0.000833105798125,159.04746146970837,0.5832716170889068,107502.42391685389,0.0000011102113823529412,2.2829978648648224,11.907052253830608,0.0004308190317068695,0.08196264042512377,0.004128374799588866,0.0004034116575634286,349.19189952425387,0.00011448818262740386,4422.733427281544,0.00004151626109824482,0,0.00005143182930283022,0.04540721237679541,0.005768304680978574,0.0594694930209697,0.000002308770163957276,0.0007471638383442621,1.904971134940379,0.0014988120969455624,0.12033875253198335,0.6022070443093717,0.000014077594716704735,0.006167632581019948,0.00001300790668550245,18.35661342155464,0.010482050303642024,0.12356010035406538,0.02973215763755872,0.0002524080564954788,0.00038062667301931753,7.94922334463277e-7,0.00049814075503138,0.0010992558228675028,0.00002017915159243833,6.876614285714287e-7,0.042269530390246016,0.000002867167134423189,426.94793320316205,0.00008387079356957904,41242.70519583385,2.244009700218542,1.0174642085704269,0.000023630262961904766,4345.360425327304,0.010105362079320428,2.191886716422257,30268.273822414696,0.00014536372257142858,0.0005338445660418263,0.18683143164848898,4.3133333333333334e-10,0.3077806799860448,5.4706032129100544e-8,0.0003534869097449335,7.155060033333333e-9,2.945595420765909e-7,0,0,390.6216284767801,0.0000073206726666666655,0.000005899221967868421
Standard Deviation,0.19652754041407666,0.02994437493677736,0.2584798650038151,0.1799366317045357,0.004283503088557007,0.06871061167916401,0.047573898458462216,0.08918902432677653,0.012933100844602842,0.03655998381561935,1.0848380027093985,0.0022617638953583933,0.0003573860227132131,0.0012440726666879231,0.06478702336070995,120.58676481942112,14.40661677108539,1.874991954358654,183.7769673284794,0.14677207837516515,0.0120393809973769,0.3144846421862985,0.019143638525716815,0.0025898692368617597,0.023180432944594858,0.002568726175136297,0.002692669745046675,0.0010330449956753105,0.000017020412581498852,0.005818570595754405,0.00011093216145214355,0.08682144518820334,12.688329901024503,0.11617353429365425,0.028863572165014503,12.611402042188187,0.7637222119913148,327.8756226328116,0.0010536656881349707,1.510959253211291,3.4506596838620016,0.020756180566445008,0.2862911811864343,0.06425243030103116,0.02008511034481585,18.686677059452112,0.010699915075709894,66.50363469225982,0.006443311345747994,0,0.007171598796839532,0.21308968153525268,0.07594935602741194,0.2438636771250891,0.001519463775138215,0.02733429783887382,1.3802069174367948,0.03871449466214899,0.34689876409693843,0.7760200025188602,0.0037520120890936286,0.07853427647225095,0.003606647568796049,4.284461859038384,0.10238188464587876,0.3515111667558591,0.17243015292447758,0.015887355239166737,0.019509655891873583,0.0008915841712722792,0.022319067073499732,0.033155027113056366,0.004492121057188723,0.000829253536966487,0.20559555051179004,0.0016932711343500748,20.662718436913426,0.009158099888600202,203.0830007554395,1.498001902608452,1.0086943087826097,0.00486109688875924,65.91934788305558,0.10052543001310876,1.480502183862711,173.97779692367268,0.012056687877333003,0.023105076629213465,0.43224001625079667,0.000020768565991260287,0.5547798482155285,0.00023389320667582575,0.018801247558205638,0.00008458758793897207,0.000542733398711182,0,0,19.764150082327852,0.0027056741612150317,0.0024288313996381925
Skewness,-4.258996385897427,-3.5362762708396973,-0.5665720515335333,2.6673486172466547,0.24865688506998904,1.9531641774685335,-4.684619185019963,-2.6709766324211914,-3.2750119040498458,-0.1546631841078141,-3.651668853969083,-4.050240441143072,0.9381717435055605,0.8896562595819516,1.2888107745285677,-0.6641315505540962,-2.1084352030109788,0.6456254620248784,-3.8676443212158027,2.3349003610787955,1.50854407338128,5.190677688460229,4.43647281565492,2.463563558562881,-0.1171072891811756,-3.5585496617103805,2.3337740272725784,0.5100929017113547,-0.15054953755906653,-0.10431367306826678,-0.11533941317927245,-0.20456393080073615,-2.783444638449417,3.387245516665739,1.3321437455456997,-2.7979446647568595,-2.109789527257767,-2.4749956030334372,1.50257695236207,-2.5619217928347306,4.755199476352299,2.362480663453384,1.6368207338749403,-2.6581977298723305,-1.3538351171070155,-1.0747186858507838,2.352109362409007,2.0798580758463308,2.844973324221711,,1.9469929473300798,-2.685005624079696,-3.0200679683730636,1.3280015658699131,-0.6971175257422376,3.5485595633109708,-6.3784165444592915,1.3614575927939432,1.1243789163017763,5.474599950185657,1.3690387559955015,0.7563976300802342,0.054247867312340235,-1.1098021306890686,5.287066057564596,2.2356700992442953,-0.4364687947210776,-0.9044668407508717,0.621514676508176,0.468619185823597,1.7126067366738544,-1.1538102774405938,1.119008319938452,-1.9617256229392033,2.7360030318369035,0.2654458717236438,-2.0126991767006057,3.3713277573666387,-1.4567212592366627,-2.2626320467104484,-0.7001271979306619,0.7810600724644224,-1.255651546937216,1.6898748658971972,-0.07958282088958124,-2.5244309867562085,0.7289200551300141,1.5478414454228835,-4.323356618083076,-1.9410203967809485,-2.8243901483400884,0.6117427348290432,1.7039296762486875,-1.7320508075688752,-1.283081062025874,,,-2.431816367665589,0.43774090048268005,2.0236432190066966
Kurtosis,38.70861546034944,25.289192762471462,-1.537998480741397,5.5990928987175685,0.4587593335838034,2.5398785345828476,23.98673408625791,9.606597128587604,12.867869995466178,-1.8604287057592532,14.647864480924627,18.236839265657817,-1.3430963358043293,-0.9257309353155074,-0.2977754229071894,-1.2125591662450472,4.206700042642417,0.3603175537139256,19.462892360408226,4.5601221036110084,1.268251463323148,26.359179436615147,20.831503493172114,7.076990434647879,-0.5303203713936364,13.596750647125209,5.799368012139779,0.11744653013917628,-0.7272558715299247,-0.8644204826094977,-0.8493185100845935,-0.13278758200134666,7.935159912379497,11.271393538592054,-0.11969950529774431,8.027025391690099,5.036717364748325,5.856309168032551,0.5130444863689418,9.31917247996956,23.266001089818797,3.967365177047857,13.609785217491822,8.799979516628994,3.2450154125619264,0.36124816461224274,8.389529086478829,19.366914641967,7.812010603247176,,3.794846717627098,6.072775309493992,8.738083963913503,-0.31269887230791094,10.123709177252191,12.12831724260813,40.78248953148756,4.7595354815041695,0.29382537596832936,35.92642790896187,2.165881306041431,1.0211878690328797,2.200188543598741,2.5134146394971837,31.235513373278383,4.731779412516901,-0.13118107257413936,-1.1770684872744255,0.4457406659102787,-0.9519440485206725,1.6168973693331798,0.32912383935237743,-0.49340540891922613,3.097978573975995,7.8886342794039415,-1.756257640098432,3.088329919368659,13.026849282027616,1.171127158434245,8.343256383232617,0.002009951587975234,-0.3383129031841281,0.25933494452199346,1.9048449944167416,-1.7683782896680966,5.892229866710339,0.43878861307142447,6.0227339988653235,26.314288367460065,3.8105093297086263,7.037982223901263,-0.4175303536070496,2.5273358098425924,,0.8104240238875033,,,5.884004306383726,-1.3120625354907052,2.5090057336311933
Coefficient Variation,24.607858203217866,9.77550769522078,0.6553669985004669,2.2410958297454635,-2.5680474152020447,1.5755865841421608,-5.519650247584206,-2.2032038933026366,19.44710219626311,-1.1449975568766466,-2.5443305438419177,-4.103205660835001,1.443759569692906,1.1583544382569115,-0.5741075453404724,-1.0571163104602053,-1.4941455659020035,0.5605305825786762,-2.105636765937867,1.6029629784177686,1.2671698765789818,4.926502204739916,3.1930697177169933,1.9599842110092043,0.5445021335289605,11.490574138373061,0.9211067495718637,0.7951694962388248,-0.27801036884480884,-0.2840328435308871,-0.2838753065309331,-1.6964738485655744,-2.169000437510322,2.405119864817062,1.5989127057951753,-2.14261938556747,-5.278730997220686,-2.001063613573174,1.342953718570588,-3.3998649681929884,27.67952569731614,2.629492610207897,-6.317665716293238,-1.695938307716373,17.219006682511765,-1.148865484627437,1.2184556410671747,-3.0526202047028104,1.9396474166099815,0,1.5118872268687815,-3.733284927764521,-4.42082643248284,-0.617577045179461,13.815378537944035,2.6307944091077102,-4.903556220283217,16.92700558098806,1.2965021659565625,2.7553716091510423,1.8530450920929087,3.448844789714626,2.7195039976572066,-3.6705558650951593,2.4074495140541257,1.704608862087993,1.3480999423127202,-2.029870326358006,1.407982898073489,0.9035715538871824,1.871359773138428,-0.9720607921869057,4.285603196169319,8.768541931669805,2.19806435124954,0.6554805155840701,-2.167845792830664,2.0251577191794308,-1.4153172327448842,-21.121927645700183,-0.9552712044001188,-6.474474196990177,-1.3000170876624764,1.561611721705428,-1.7133526552700256,-2.216231345486962,0.941287908246964,4.7475394330349765,11.646968082249895,0.45149056502739754,-2.390038183950836,0.8485591472859001,1.7081450346503533,0.4948861357273558,-0.752720884862333,0,0,44.210605166366264,0.15205542099668606,1.6456667985447424
Min,-1.4098,-0.177855,-0.000186,0.000066,-0.009093,0.000037,-0.308736,-0.422326,-0.053101,-0.08396057,-5.3984,-0.011415,0.000009,0.000084,-0.150603,-355.864893,-62.457447,0.459227,-1383.019367,0.003773,-0.001209,-0.016689,-0.004837,-0.001124,0.000165,-0.011739,-0.000018,0.000028,-0.000089,-0.029752,-0.000568,-0.260276,-65.432846,-0.014574,0.000002,-65.251904,-3.428825,-1694.520131,0.000121,-7.213259,-3.85,-0.004846,-0.842115,-0.349019,-0.059074,-67.853305,-0.001205,-235.849026,0.00002,-0.000006,-0.00201103,-0.8193,-0.288618,-0.531495,-0.007248,0.000013,-8.892921,-0.088978,-0.022264,-0.55065,-0.0050094,-0.088766,-0.008128,-15.361204,-0.000297,-0.07565211,-0.215626,-0.036101,-0.037211,0.000008,0.000024,-0.115021,-0.00277,-0.002252,-0.082181,0.000714,-91.914627,-0.001702,-802.059954,-7.541236,-3.896248,-0.007232,-219.238293,-0.016437,-3.118893,-870.255789,-0.001263,-0.047895,-2.44536101,0.000015,-2.471232,0.000003,-0.002649,0.00007325,-0.00223181,0.00181818,0.00022727,-57.5,0.014957,0.000155
Max,0.76454545,0.100893,0.616416,0.607581,0.006705,0.25759078,0.033015,0.10422,0.008694,0.009226,0.13604831,0.00096,0.000762,0.003036,-0.001023,-0.35665,0.018499,7.868792,32.91230058,0.599917,0.043177,1.98516994,0.121938,0.01322,0.091167,0.004133,0.012216,0.004166,-0.000037,-0.01226,-0.000234,0.1825388,2.056332,0.541287,0.074562,2.04644107,1.1,45.11079499,0.002975,4.1194,20.88818182,0.06874095,1.818961,0.01901946,0.039899,0.1067475,0.062134,402.78090909,0.03005703,-0.000006,0.03231,0.136062,0.063938,0.026614,0.004539,0.129304,0.005886,0.13576323,1.028656,5.68321,0.013326,0.21236786,0.010452,12.50298221,0.665887,1.507474,0.444516,0.004717,0.060867,0.003047,0.064151,-0.00073553,0.00963874,0.000845,1.100679,0.00492,9.893675,0.04549,0.4,4.11204453,0.59837041,0.00839,0.766299,0.328653,1.093512,12.19892625,0.034142,0.08502322,0.694842,0.000059,0.116856,0.00070715,0.07,0.00021976,-0.00009745,0.00181818,0.00022727,24.38343536,0.021151,0.00704545
Median,0.008811,0.004041,0.597018,0.014151,-0.001536,0.010293,0.000758,-0.0252,0.006384,-0.02662,-0.096023,0.000003,0.000015,0.000588,-0.150603,-42.276655,-3.485944,3.232946,-4.95993891,0.034812,0.006478,0.001995,0.000604,0.0002965,0.044747,0.000534,0.002526,0.001448,-0.000061,-0.020289,-0.000387,-0.0614288,-0.00183618,0.00833795,0.004617,-0.079116,-0.000794,-6.057744595,0.000248,-0.043371465,-0.40870909,0.000384,0.004696965,-0.007826,-0.0000015,-12.309225,0.004499,-7.47454545,0.00068182,-0.000006,0.001738,0.005826,0.000219,-0.531495,0.00005328,0.00083597,-0.05183491,0.000651,0.078595,0.1324196,0.00081,0.018719085,0.000153,0.11372739,0.018494,0.053526000000000004,0.124578,0.00122,0.007775,0.0011045,0.00039881499999999996,-0.02125147,-0.000594,0.000317,0.00702638,0.002042585,-0.26562958,0.00171802,-30.630173499999998,0.01348897,-0.908754,-0.000739,-13.585587,0.001341,-1.284112,-0.17737158,0.015176,0.001728,0.00474356,0.000054999999999999995,-0.0073485,0.00023788,0.00159091,0.00021976,-0.00055579,0.00181818,0.00022727,4.699999999999999,0.017534,0.000330775
No. of Obs,77,59,21,40,32,100,77,85,25,32,33,32,13,16,17,65,89,33,169,77,61,81,85,68,73,69,57,73,9,9,9,56,145,102,17,145,97,170,17,120,93,52,134,76,36,57,65,93,74,9,81,69,62,12,77,41,41,59,16,68,86,22,71,153,47,78,33,12,70,60,16,33,16,35,90,24,133,32,82,144,73,21,47,47,17,167,7,74,44,4,80,28,26,3,56,4,4,22,4,20
03/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,4,,
06/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,
09/1963,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,
12/1963,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,5.5,,
03/1964,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,5.9,,
06/1964,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,3.3,,
